Generic Name,SMILES,SMILES (InChI Key),Confidence,Permeability Class,Papp (*10E-6 cm/s)
TG(14:1(9Z)/15:0/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,XQGOBCMATVTNTB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/15:0/20:1(11Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,MXMODTVYMFBFLH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/15:0/21:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,JJYKEXXFKPUKOC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:0/16:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCC,XYYRUMPXVOZUGQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:0/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,IDORTGNLWFUSFB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:0/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,KLYQJSMEYVGMRD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:0/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,AJWXNNCJHGLYAD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:0/20:1(11Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,AXGBRPSHYYTFMZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:0/21:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,XIRVPEQVOKTJKV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:1(9Z)/18:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,NTJGBLKOLWZBGK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:1(9Z)/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,ROOMUDAYHJYWIB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:1(9Z)/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,HAHVPPVRPWNLPZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/16:1(9Z)/21:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,BDILEAGHQOKCJP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/17:0/18:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,VQFDARFASMNDPO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/17:0/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,HNZHNRBGKOGSAN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/17:0/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,APHPZTPJTCOKDQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/17:0/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,SCKSTQYDKBQNEH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/17:0/20:1(11Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,QRHYOFNHJQTTSH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/18:0/18:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,BUBDIXSZFBSPDV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/18:0/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,BWIZOVWGSXRELH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/18:0/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,HVZCGYSSADENBO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/18:1(9Z)/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,ZIELCAYILYZIOC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(15:0/15:0/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,QMWRBKDPURNASG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/15:0/20:1(11Z))[iso3],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,CTTGQUYMPWGUTF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(15:0/15:0/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,OEGSGUSCNRLRFO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/16:0/18:1(9Z))[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,IVRUJYRTYXTTIH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(15:0/16:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,DDWAXVHDVUVXSQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/16:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,SUYGGHGLHBZSPT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/16:1(9Z)/18:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,IPTNYCRHJMJCQE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/16:1(9Z)/18:1(9Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,ZSHVDBVWHRXKEV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/16:1(9Z)/19:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,LWRQEQMKDSSHAL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/16:1(9Z)/20:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,VCVDKBBECJTNHK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/16:1(9Z)/20:1(11Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,XJHCUGZLVVQPLJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/17:0/18:1(9Z))[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,DRKYQWMKUPUUSK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(15:0/17:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,LXTHWHPSRIYNDA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/18:0/18:1(9Z))[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NTCKBJDZYIUTCZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:0/16:0/18:1(11E)),CCCCCC/C=C/CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,ZKEWGTVAIGJNBK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:0/16:1(9Z)/17:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCC,YIGDTOYHCVNXSG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:0/16:1(9Z)/19:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,FSMDNWIRUAZATF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:0/17:0/18:1(9Z))[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,RHDRMOUSDQDVCE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(16:0/17:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,YQTVDFFNLVLBEJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:1(9Z)/16:1(9Z)/17:0)[iso3],CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,QZYSUBAQYSVFNX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:1(9Z)/16:1(9Z)/19:0)[iso3],CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,RCTFXDPMSHIQTH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:1(9Z)/17:0/17:0)[iso3],CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,DSPFGQOCKPWWTL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:1(9Z)/17:0/18:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,VJOGKQKBWBCRFS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(16:1(9Z)/17:0/18:1(9Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,IYMPJAZCIWGTJL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(15:0/14:1(9Z)/o-18:0),CCCC/C=C\CCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,JRNGCNUTRCCORS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.414897396
TG(15:0/18:1(9Z)/o-18:0),CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,TZCQBTHNJDZQCH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.414897396
TG(14:1(9Z)/15:0/o-18:0),CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,JHXKWAARTHRGDX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.414897396
TG(18:1(9Z)/15:0/o-18:0),CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,FUYXCWQRELQTDS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.414897396
"DG(O-16:0/20:4(8E,11E,14E,17E)/0:0)",CC/C=C/C/C=C/C/C=C/C/C=C/CCCCCCC(=O)O[C@@H](CO)COCCCCCCCCCCCCCCCC,ZOQPRIBCWWPWEH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.413608964
Dihydrothymine,CC1CNC(=O)NC1=O,NBAKTGXDIBVZOO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.41220546
TG(20:1(11Z)/20:1(11Z)/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,XKXYLRHFXANGHG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.399931019
N-Acetylserotonin,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,MVAWJSIDNICKHF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.380319133
Enterodiol,OC[C@H](CC1=CC(O)=CC=C1)[C@H](CO)CC1=CC(O)=CC=C1,DWONJCNDULPHLV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.366324405
"LysoPC(18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,SPJFYYJXNPEZDW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.360478181
Cycloserine,N[C@@H]1CON=C1O,DYDCUQKUCUHJBH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.349449142
(9Z)-3-Hydroxyoctadecenoylcarnitine,CCCCCCCC/C=C\CCCCCC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,YBCVTTMMURGSEY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.226995883
Pro-Ile,CC[C@H](C)[C@H](N=C(O)[C@@H]1CCCN1)C(=O)O,OCYROESYHWUPBP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.22151464
DL-2-Aminooctanoic acid,CCCCCCC(N)C(=O)O,AKVBCGQVQXPRLD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.20828041
Ethanolamine,NCCO,HZAXFHJVJLSVMW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.169600454
Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1,LXNHXLLTXMVWPM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.137781912
L-Threonine,C[C@@H](O)[C@H](N)C(=O)O,AYFVYJQAPQTCCC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.10917597
3-Aminobutanoic acid,CC(N)CC(=O)O,OQEBBZSWEGYTPG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.071746898
"1,2-Dipalmitoylglycerol",CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCC,JEJLGIQLPYYGEE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.02924044
2-Methylhippuric acid,CC1=CC=CC=C1C(=O)NCC(=O)O,YOEBAVRJHRCKRE-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,6.985300547
L-Norleucine,CCCC[C@H](N)C(=O)O,LRQKBLKVPFOOQJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.977814649
Erythrose,OC1OC[C@@H](O)[C@H]1O,FMAORJIQYMIRHF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.939643511
Hydroxyphenyllactic acid,O=C(O)C(O)CC1=CC=C(O)C=C1,JVGVDSSUAVXRDY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.938484447
DG(20:0/18:0/0:0),CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,SCGCTMVKIGULND-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(16:0/22:0/0:0)[iso2],CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC,JAJNYVORAKCQCM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(17:0/21:0/0:0)[iso2],CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCC,UBMVHLXKTLMMJU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(17:0/22:0/0:0)[iso2],CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCC,OXOSWOLENAISIR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(18:0/20:0/0:0)[iso2],CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC,JPKVDETWOQEHQO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(18:0/21:0/0:0)[iso2],CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC,RJBJDNUTASYQLX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(19:0/19:0/0:0),CCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCC,UNXQXIYZHULSKR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(19:0/20:0/0:0)[iso2],CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCC,WOYQNYWDHIPWIB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(20:0/22:0/0:0)[iso2],CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCC,FASMRHWOTINWGZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
DG(21:0/21:0/0:0),CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCC,PALXRFBPSNIFEK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.924350975
Cer(d18:0/22:1(13Z)),CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,AOHMXFJFQLUIJL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.751224082
Cer(d18:0/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,PULBITQLTXYVQX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.751224082
Cer(d17:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCC,ILZGEVUWFUWJOI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.751224082
L-Methionine,CSCC[C@H](N)C(=O)O,FFEARJCKVFRZRR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.670097477
"TG(16:0/16:1(9Z)/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,HDFLQJUGWGNORO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
TG(16:1(9Z)/16:1(9Z)/16:1(9Z))[iso],CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,SKGWNZXOCSYJQL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
TG(16:1(9Z)/16:1(9Z)/18:1(9Z))[iso3],CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,UFHNZOACKFBCOM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(16:0/16:0/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,WLFXGZDFDKIDIL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(15:0/16:0/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NVBSJAZGISYRIW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(15:0/18:0/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,QELMLHKKGIZABI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(15:0/18:1(9Z)/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,AFUGNQFGFOCTMS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
TG(14:1(9Z)/14:1(9Z)/16:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC,SVKNSUKRPRJLMQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
TG(14:1(9Z)/16:1(9Z)/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCC/C=C\CCCCCC,UUHFVYROTXJXCR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(12:0/16:0/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,LSXSLOKSIWRONY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(12:0/16:1(9Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,CBQKNYIQOAJYOW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(12:0/18:0/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,ROQIOXAIYDBLMI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(12:0/18:0/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,BEHCIKXBZPPALT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
"TG(12:0/18:0/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,XGLSJRPIBRAFDY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,6.641270338
